Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28-03-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Germany,DEU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.72977599,46.80355152,46.87280042,46.93639653,46.99625295,47.05211979,47.10425844,47.15196409,47.19503327,47.23221418,47.26450232,47.29554173,47.32187975,47.34078761,47.35770429,47.37476585,47.39160027,47.40879438,47.42627177,47.44615936,47.47021994,47.49981686,47.53545496,47.57635375,47.62271503,47.67761118,47.74624956,47.8274375,47.91704963,48.01296531,48.11233048,48.20925764,48.29908174,48.38151601,48.45505916,48.51585603,48.56229389,48.59485329,48.61488004,48.62649683,48.63179331,48.63374483,48.63740938,48.64566662,48.65896996,48.68129244,48.71721544,48.76473431,48.82327797,48.89005701,48.95926214,49.02844365,49.09672525,49.16229365,49.21988436,49.26743832,49.30042689,49.32057579,49.33227857,49.3379389,49.34113804,49.34025232,49.3419449,
Djibouti,DJI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.51826856,49.51383443,49.50709822,49.50240606,49.49827578,49.49435516,49.49335794,49.49409085,49.49400006,49.49405421,49.49681048,49.50364727,49.50918092,49.51248259,49.51695238,49.52440767,49.53206224,49.53750351,49.5418874,49.54796999,49.55525868,49.56316141,49.57280843,49.58392934,49.59388313,49.60432633,49.61441103,49.62522553,49.6364575,49.6469035,49.6551294,49.6556201,49.63887824,49.6282093,49.63823846,49.64907349,49.6609783,49.67519535,49.69176308,49.70634068,49.71948687,49.7337653,49.74750643,49.75837383,49.76703777,49.77198352,49.77489737,49.77612009,49.77448957,49.77499797,49.77387921,49.77023114,49.76427674,49.75822045,49.74921316,49.73689676,49.72651161,49.71395832,49.69967783,49.68612488,49.66912992,49.64827684,49.62880816,
Dominica,DMA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.93915357,46.95421806,47.0289429,47.09741903,47.14765368,47.17620482,47.19595847,47.19586375,47.18313019,47.17749643,47.26032368,47.46939363,47.70860169,47.94125174,48.17288413,48.40392707,48.62574567,48.84671897,49.06178427,49.26890941,49.45874099,49.58865793,49.64750916,49.68243645,49.71641459,49.74719258,49.75356315,49.73308101,49.69956106,49.66345123,49.61356342,49.58707569,49.60932978,49.64073501,49.67918148,49.72616003,49.77156406,49.81688163,49.87089849,49.91702815,49.94147426,49.97432248,50.04101843,50.10958184,50.18520139,50.26502024,50.31858253,50.35259905,50.3954523,50.44121709,50.49378227,50.50478601,50.46016723,50.48315146,50.34668666,50.20069422,50.20192651,50.13848842,50.05718481,49.94259954,49.84096118,49.76937524,49.71472566,
Denmark,DNK,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.60882654,49.60950997,49.60746828,49.60641444,49.60553334,49.60344484,49.60229572,49.59892279,49.59262359,49.58376539,49.5731534,49.55904147,49.54258897,49.52386714,49.50086152,49.47863896,49.45840265,49.43764956,49.41659017,49.39350528,49.3696287,49.34672081,49.32675926,49.31011496,49.2957862,49.2862908,49.28095631,49.27841594,49.27922886,49.28240159,49.28586604,49.29295847,49.30467171,49.31950267,49.33415167,49.34899298,49.36410853,49.37946505,49.39503589,49.41235229,49.43170828,49.44908808,49.4671479,49.48295655,49.49300039,49.5031835,49.5153965,49.52962942,49.54494579,49.55948229,49.57459661,49.5889359,49.60388034,49.62014155,49.63594473,49.65262929,49.67126388,49.68885975,49.70485648,49.71992164,49.73327399,49.74440747,49.75141361,
Dominican Republic,DOM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.21972268,50.19013236,50.16227588,50.13686129,50.11298365,50.06702489,50.02415295,50.00615734,49.98923391,49.9731217,49.95579631,49.93757393,49.9209173,49.90597139,49.89227856,49.87971102,49.86829835,49.85795163,49.84892028,49.8422109,49.83816324,49.83591165,49.83478745,49.83464864,49.83535771,49.83623667,49.83692447,49.83686752,49.83555517,49.83317414,49.8300043,49.82677516,49.82432472,49.82310099,49.89463918,50.03148129,50.16052791,50.28402189,50.40158771,50.5135784,50.62107245,50.72560514,50.7660003,50.74626799,50.72862518,50.710569,50.6903365,50.66664142,50.63902481,50.60774388,50.57367948,50.53824632,50.50272748,50.46799509,50.43468197,50.4032162,50.37373219,50.34566692,50.3179453,50.28918711,50.25137131,50.20946003,50.17678169,
Algeria,DZA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.43185163,50.45076961,50.55575272,50.68237466,50.85524799,51.04387632,51.13199157,51.12868265,51.12754743,51.12755036,51.12763452,51.12750847,51.12603073,51.12373346,51.11828198,51.09384018,51.06231223,51.04046342,51.02004833,50.99831392,50.97483492,50.95042689,50.92528556,50.90061648,50.87966315,50.86189093,50.84478991,50.83270016,50.82950068,50.82958855,50.82828743,50.82451321,50.8173883,50.80947888,50.79963114,50.78485437,50.84241533,50.97678856,51.03551692,51.02074953,51.01022365,51.00112384,50.99455818,50.9926961,50.99367626,50.99546101,50.99710544,50.99621652,50.9944115,50.99136872,50.98856704,50.98624405,50.98148946,50.97572603,50.96916505,50.96263186,50.95849264,50.95545212,50.95189122,50.94652972,50.93682484,50.92412465,50.9144655,
East Asia & Pacific (excluding high income),EAP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.77958654,50.74510578,50.72027148,50.70475097,50.69056863,50.67212661,50.65606634,50.64615843,50.63875734,50.633815,50.6323133,50.63535118,50.63916499,50.64191377,50.64273721,50.63662426,50.62679681,50.618853,50.61135698,50.60134757,50.59317644,50.59037563,50.59003462,50.58995421,50.59028782,50.5930732,50.59844439,50.60683135,50.61681015,50.62876489,50.64321231,50.65889172,50.67453534,50.68775762,50.69957871,50.71141844,50.72302582,50.73410663,50.74297859,50.75170109,50.76403525,50.77497466,50.78256006,50.78937178,50.79601017,50.80286829,50.80935211,50.81492218,50.81957364,50.82263538,50.82363452,50.82418169,50.82478067,50.82386551,50.82120347,50.8168157,50.81025512,50.79990807,50.78601782,50.77113139,50.75190954,50.72769671,50.70499121,
Early-demographic dividend,EAR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.1210601,51.11866861,51.11714452,51.1162609,51.11559755,51.11074575,51.10380224,51.09924932,51.09449013,51.09028384,51.09021225,51.08354944,51.0809415,51.09053789,51.10001694,51.10396278,51.0971899,51.08910435,51.08179166,51.07227149,51.07051984,51.07077726,51.05966757,51.04016609,51.0190126,50.9949412,50.97819295,50.97186492,50.96550455,50.96089962,50.95783779,50.95690578,50.95426373,50.94922095,50.9454242,50.94208565,50.93967087,50.94183289,50.94589216,50.94812186,50.94968791,50.9507158,50.95061356,50.94980723,50.94814785,50.94566816,50.94100365,50.93373008,50.92344274,50.91163509,50.90139131,50.89195735,50.88241501,50.87266399,50.86444098,50.85533282,50.84192438,50.82776022,50.81468394,50.8009882,50.78282375,50.76116724,50.74175422,
East Asia & Pacific,EAS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.6168692,50.58748639,50.56845133,50.55894644,50.55055735,50.53810319,50.52688206,50.52029091,50.51660891,50.51534342,50.51707447,50.52185816,50.52851608,50.53424879,50.53822338,50.53536954,50.52810527,50.52173032,50.51542746,50.50687373,50.49961275,50.49687971,50.49616847,50.49556346,50.49529248,50.4974433,50.5024924,50.5104533,50.51985894,50.53106066,50.54412008,50.55680446,50.56863691,50.57847689,50.58713554,50.59566356,50.60359797,50.61075037,50.61572561,50.62055643,50.62848588,50.6343694,50.63667936,50.63828418,50.63979202,50.64184528,50.64440107,50.64688871,50.64887695,50.64950989,50.64815137,50.64799641,50.64935503,50.64939207,50.6475542,50.64385284,50.63744053,50.62707317,50.61358203,50.59941421,50.5818654,50.56014466,50.53972587,
Europe & Central Asia (excluding high income),ECA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.21381048,46.3159528,46.4123194,46.50437456,46.58786868,46.66074382,46.72686364,46.78367924,46.83479392,46.88191547,46.88816452,46.90813927,46.98153174,47.05578465,47.12802067,47.19475921,47.24163386,47.27873364,47.3186341,47.35301123,47.39083744,47.4353419,47.48194034,47.53008373,47.57641786,47.62077347,47.6668964,47.71549862,47.76322211,47.81080678,47.85272229,47.88049363,47.89535173,47.89523835,47.88436613,47.8672107,47.85146456,47.84047536,47.83302066,47.826076,47.81717164,47.80338753,47.78753991,47.76877342,47.74611864,47.72156458,47.7037985,47.698837,47.7061304,47.72038967,47.74436932,47.77345235,47.80363284,47.83532417,47.86522931,47.89059843,47.91348417,47.93561902,47.95764139,47.97579967,47.98385269,47.98508131,47.98255757,
Europe & Central Asia,ECS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.41827367,47.47251797,47.52555004,47.57715582,47.62500495,47.66810923,47.70789585,47.74254942,47.77315781,47.7994717,47.80839517,47.82400206,47.86085637,47.89624513,47.9309043,47.96221221,47.98283927,47.99934077,48.01656808,48.03079083,48.05127065,48.07480125,48.0949685,48.11602821,48.13609281,48.15593938,48.17799348,48.20212934,48.22594628,48.25064674,48.2743232,48.29197637,48.30389619,48.30948956,48.30951596,48.30496191,48.29980698,48.29631851,48.29370907,48.29112386,48.2906925,48.28903963,48.28772375,48.28919687,48.29078361,48.29256712,48.29592641,48.30477819,48.31850505,48.33206959,48.34777904,48.36547463,48.38616447,48.40758581,48.42831087,48.45039212,48.47262864,48.49277422,48.51170598,48.52657122,48.5341981,48.5357146,48.54562886,
Ecuador,ECU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.9054818,49.92439241,49.94324624,49.96170298,49.97971363,49.9973114,50.01434742,50.03083886,50.04676721,50.06197227,50.0761072,50.08919934,50.10132193,50.11232146,50.12194111,50.13042892,50.1378973,50.14413191,50.14911734,50.15302007,50.15598257,50.15810642,50.15937392,50.1599557,50.1598973,50.15903399,50.15696364,50.15320613,50.14795701,50.14182407,50.13532747,50.12877729,50.12232663,50.11601274,50.10994345,50.10415006,50.09877097,50.0938618,50.08923585,50.08465164,50.08024785,50.07627951,50.07274718,50.06936225,50.06581284,50.06169203,50.05653127,50.05018652,50.04273013,50.0347289,50.02708214,50.020948,50.01689176,50.01463144,50.01389899,50.01405294,50.0141944,50.01334376,50.01066664,50.00517189,49.97640801,49.93238747,49.91168268,
"Egypt, Arab Rep.",EGY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.44135273,50.44074559,50.44484782,50.45035317,50.45587173,50.46128346,50.4608686,50.4512069,50.43847953,50.42107215,50.39736949,50.3658134,50.33013615,50.29321047,50.25700248,50.22522936,50.1918331,50.16888237,50.15992395,50.15585777,50.1622225,50.1773636,50.19657878,50.22263852,50.25354461,50.28302211,50.3076745,50.33189463,50.36022946,50.39230197,50.42514476,50.44885065,50.4687515,50.49286601,50.5172698,50.53711798,50.55561415,50.57631216,50.59734745,50.61753476,50.63276142,50.64377223,50.65861909,50.67194665,50.67743558,50.67554968,50.66729778,50.65830296,50.6484667,50.63787861,50.62982499,50.63799065,50.64588401,50.63866403,50.63056423,50.62491789,50.61905197,50.60991428,50.59800648,50.58708228,50.58142951,50.57586075,50.56720418,
Euro area,EMU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.97189671,48.00352961,48.03652491,48.0707108,48.10433933,48.13710045,48.16789733,48.19662618,48.22184551,48.24150854,48.26041541,48.28226096,48.30172894,48.3169406,48.33223361,48.34465383,48.35274336,48.36034227,48.3663228,48.3706873,48.38786532,48.40699522,48.41519406,48.42421141,48.43358034,48.44382196,48.4574906,48.47351599,48.48993819,48.50769592,48.52764511,48.54907195,48.56971847,48.58900445,48.605293,48.61710872,48.62539915,48.63125516,48.63475386,48.63628162,48.63737202,48.63896349,48.64698202,48.66226406,48.68118696,48.7019069,48.71923901,48.73563896,48.75110571,48.7604723,48.76620364,48.77200809,48.78151779,48.7917646,48.80234243,48.82067509,48.84178319,48.85950565,48.87510993,48.88579002,48.89263604,48.89744664,48.90335668,
Eritrea,ERI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.22259976,49.20633828,49.19207106,49.17909294,49.16803925,49.15902897,49.15210769,49.14476149,49.13649283,49.13176447,49.1298356,49.12879316,49.12957419,49.13201154,49.12660449,49.10456989,49.07495422,49.04549739,49.02020312,48.99992502,48.98943414,48.98928212,48.98474911,48.97656091,48.97117962,48.96477175,48.96489607,48.96680839,48.96541438,48.96345661,48.96732962,48.98274831,49.00650807,49.04772792,49.0876377,49.14862647,49.20018038,49.21666934,49.14418365,48.93436261,48.81247702,48.84779281,48.895865,48.9491933,48.99983352,49.03158208,49.05515204,49.07896607,49.11359085,49.14526727,49.17011545,49.19147517,49.20814021,49.22537448,49.23682647,49.24479178,49.25499668,49.2668828,49.28240011,49.29836305,49.31321973,49.32834518,49.34479396,
Spain,ESP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.56118364,48.5923599,48.61692552,48.6414825,48.66398428,48.68674233,48.70902119,48.72795712,48.74605599,48.76228595,48.78258763,48.80455113,48.82477763,48.84904348,48.90345137,48.95821586,48.98152315,49.00237126,49.02277995,49.03962775,49.05144253,49.05989618,49.06438812,49.06491421,49.06170309,49.05428167,49.04453154,49.03263983,49.01598748,48.99425747,48.96679957,48.95191979,48.95441336,48.95947661,48.96448025,48.96710056,48.96814527,48.96993906,48.97378268,48.97740953,48.98203806,48.985421,49.03329757,49.11499974,49.20034294,49.28950362,49.34944826,49.41172196,49.46157572,49.45140344,49.41120533,49.36519179,49.30071557,49.22512511,49.16714895,49.12921535,49.09571009,49.06054782,49.03230663,49.01817414,49.0094409,49.00657834,49.01121416,
Estonia,EST,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,44.15367337,44.3341661,44.52097488,44.7058311,44.88050894,45.05055712,45.21315538,45.36390095,45.50780752,45.65449498,45.75531994,45.81915545,45.88378832,45.94867018,46.00865226,46.06662435,46.12343288,46.17336503,46.2176055,46.25780305,46.30154849,46.3448533,46.38625521,46.42840539,46.47297978,46.51608159,46.56440691,46.62545729,46.6830941,46.73603534,46.79583415,46.82552102,46.74408474,46.64213034,46.60116675,46.55985958,46.52979431,46.52829074,46.54943815,46.5866713,46.60911447,46.58993728,46.55527682,46.52598018,46.50255417,46.49196626,46.48962768,46.48314826,46.49722403,46.53778946,46.58285362,46.62486657,46.65906091,46.702914,46.75723417,46.82209884,46.89853381,47.00758757,47.15054593,47.28527195,47.37627158,47.42752508,47.4767394,
Ethiopia,ETH,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.54639229,49.54477614,49.54443252,49.54560708,49.54657149,49.54872117,49.55230873,49.55639954,49.56130542,49.56606496,49.57277819,49.57975015,49.58499,49.58896299,49.59112997,49.58930211,49.58242968,49.57455432,49.56684895,49.56437104,49.56971675,49.57793445,49.58634651,49.59179616,49.5963767,49.61318663,49.64253191,49.68100757,49.72619346,49.76248136,49.7881713,49.83743457,49.89016287,49.92307917,49.95571843,49.98226407,50.00886219,50.04296832,50.07717644,50.10250919,50.13341043,50.17472018,50.21066797,50.2409072,50.26836952,50.29177123,50.31069863,50.32420838,50.3314949,50.33369206,50.33348596,50.33396146,50.33334011,50.32944851,50.32379095,50.31668537,50.30574141,50.29563776,50.28638406,50.27614297,50.26545958,50.25098388,50.23521898,
European Union,EUU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.14945437,48.17991318,48.21109409,48.24258906,48.27315096,48.30239705,48.32887517,48.35237366,48.3723365,48.38737615,48.40096698,48.41648438,48.43098853,48.44260863,48.45477831,48.46509444,48.47098917,48.47677833,48.48178858,48.48509239,48.49774727,48.51121267,48.51652498,48.52262336,48.52851808,48.53473541,48.54310152,48.55295106,48.56184669,48.5709381,48.58163816,48.59277783,48.60287855,48.61188734,48.61856816,48.62128324,48.62153479,48.62028923,48.61690775,48.61206379,48.61342463,48.61682294,48.62190323,48.63407262,48.64958078,48.66695727,48.68159672,48.6953225,48.70894634,48.71849915,48.72558266,48.7327677,48.74292412,48.75304806,48.76384843,48.78158094,48.80157699,48.81874561,48.83459936,48.84643167,48.85267449,48.85490784,48.86985834,
Fragile and conflict affected situations,FCS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.86196908,48.88123853,48.90507867,48.93119177,48.95500138,48.97759904,49.00027187,49.01983544,49.03756709,49.05536581,49.06607447,49.08195523,49.10770166,49.13272738,49.16152899,49.19199718,49.22111306,49.24667499,49.26302913,49.28217805,49.32945964,49.3758052,49.40301826,49.42438632,49.44185373,49.46047618,49.47854627,49.4923628,49.50101225,49.51603761,49.53904665,49.56010268,49.57985497,49.59290802,49.60902454,49.6263524,49.63914097,49.6514674,49.66187626,49.67107708,49.68220434,49.69534077,49.70957864,49.72285203,49.73382866,49.74264453,49.75327767,49.76550617,49.7782416,49.7923483,49.80692851,49.82164375,49.83594807,49.84873866,49.86044853,49.87034322,49.87877511,49.88643828,49.89276098,49.89749764,49.90200116,49.90515681,49.9146763,
Finland,FIN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.16012828,48.19408324,48.22199595,48.24504227,48.2658626,48.28743392,48.30517001,48.31599346,48.32661846,48.33194468,48.30343108,48.28419937,48.311501,48.33960043,48.35148178,48.34950273,48.33740978,48.3457941,48.35870297,48.35183379,48.34871108,48.35848508,48.37848034,48.39670962,48.4087667,48.41744736,48.42947746,48.44506765,48.46085998,48.48615413,48.52050869,48.5582149,48.59417297,48.62757211,48.65803018,48.68325665,48.708807,48.73365327,48.75487626,48.77681521,48.80396058,48.83348156,48.86509162,48.89551848,48.91763631,48.93576545,48.9540472,48.97735526,49.01267562,49.0437672,49.06958832,49.09781918,49.12534663,49.15513732,49.18310922,49.21412891,49.25905592,49.30368509,49.33770722,49.36594647,49.39023067,49.40444278,49.41221803,
Fiji,FJI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.62290558,51.54945071,51.47757163,51.4102201,51.34552101,51.28419437,51.22398716,51.16187388,51.10014447,51.03839428,50.9785192,50.92304833,50.86929066,50.81598007,50.7658539,50.72090503,50.68043852,50.65752917,50.64902683,50.64044563,50.6335889,50.62939921,50.62580598,50.62161815,50.61718839,50.61522198,50.62128194,50.62760176,50.63058466,50.63672506,50.64541343,50.66128802,50.68252381,50.70337228,50.72464318,50.74610664,50.76167113,50.78053922,50.80490499,50.82570055,50.84689775,50.86899158,50.89099661,50.91470874,50.9407011,50.9665422,50.99384769,51.02565772,51.009054,50.9393898,50.86806994,50.79599936,50.72536466,50.65569876,50.58477871,50.51166594,50.44029047,50.3717551,50.30228641,50.23228974,50.18111258,50.14903581,50.13519531,
France,FRA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.50571211,48.54512372,48.58255212,48.61919295,48.65336752,48.6846902,48.714001,48.7411768,48.76578634,48.78669933,48.8080082,48.83071642,48.84905209,48.8640741,48.87441522,48.87662409,48.87255955,48.86466891,48.85378475,48.84086538,48.82816958,48.81723815,48.80528861,48.79088893,48.77379527,48.75485106,48.73638832,48.71632689,48.69584918,48.67663933,48.65817829,48.64009784,48.62147872,48.60277326,48.58314244,48.5643279,48.54846256,48.53525271,48.52393781,48.51444867,48.50623756,48.49692379,48.48734402,48.48005957,48.47066397,48.45818826,48.4463539,48.43405548,48.42260275,48.41302191,48.40372262,48.39392004,48.38640217,48.38107352,48.37501962,48.36977078,48.36553425,48.3625022,48.35990829,48.35616077,48.35011069,48.34113274,48.32527236,
Faroe Islands,FRO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.93535164,51.99004975,52.05788977,52.12943338,52.18604392,52.22032686,52.233537,52.22377397,52.18442732,52.13753913,52.11630571,52.13195749,52.15754122,52.19141549,52.2307099,52.2694826,52.30184635,52.31310721,52.30549267,52.28673599,52.27156594,52.24818288,52.22353048,52.2129441,52.19231195,52.17114646,52.17230662,52.16343568,52.14122958,52.12886924,52.10303503,52.03161718,51.95304858,51.87821536,51.77313,51.71555758,51.73320042,51.73615013,51.71737435,51.70674513,51.71484888,51.73316034,51.78262448,51.83786293,51.88689075,51.93721397,51.94461118,51.91993549,51.90968995,51.9337587,51.92935344,51.88690944,51.83501405,51.77826428,51.68678428,51.64085546,51.65656566,51.68027075,51.73192032,51.75789942,51.75999237,51.76879881,51.76492748,
"Micronesia, Fed. Sts.",FSM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.12594798,51.1298611,51.13636364,51.13070062,51.10804168,51.0943872,51.07744622,51.05858361,51.05034832,51.03955552,51.02476733,51.01280636,51.00618325,50.99938957,50.9900537,50.94828742,50.87752544,50.80976277,50.76893155,50.75289419,50.74247369,50.73283162,50.7213918,50.71374454,50.70783115,50.70027056,50.69526644,50.69093651,50.68904166,50.69321046,50.69622628,50.70050883,50.75466747,50.85164576,50.9049649,50.86831992,50.7803403,50.68251554,50.56639678,50.4567909,50.40686068,50.42162433,50.44556754,50.46375386,50.4729087,50.47322877,50.4582914,50.44461892,50.43788637,50.42552008,50.4201212,50.42127411,50.41762141,50.41479067,50.40816701,50.39739818,50.3870821,50.37580368,50.36104175,50.34342201,50.32112465,50.29390706,50.26715952,
Gabon,GAB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.93949429,48.95066519,48.96396414,48.97801694,48.99005242,49.00198161,49.0164607,49.03000517,49.04368989,49.05957293,49.07734866,49.09585644,49.11431827,49.13126015,49.14704695,49.16287273,49.17838093,49.19423655,49.21005146,49.22499411,49.24106702,49.25725448,49.27487224,49.29428996,49.31384889,49.33273554,49.35161415,49.37095035,49.39073409,49.4107217,49.43063677,49.45093788,49.47235808,49.49380039,49.51385822,49.54338998,49.5823487,49.62248031,49.66532543,49.71090393,49.75752886,49.8083561,49.86524518,49.92563831,49.99379018,50.07457042,50.16631903,50.2675874,50.37388014,50.48393086,50.60010929,50.72016925,50.83919301,50.94873059,51.03528221,51.08672986,51.10286328,51.08837196,51.0566548,51.02241187,50.98297851,50.93207311,50.87940855,
United Kingdom,GBR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.30063527,48.33258108,48.36256946,48.38901712,48.41340289,48.4353249,48.4550747,48.47443157,48.49407398,48.51170015,48.52887591,48.54914649,48.56926344,48.58838246,48.60587167,48.61951378,48.63112379,48.64058107,48.64597688,48.64905017,48.64876333,48.64482749,48.63940002,48.63173284,48.62186923,48.61293562,48.60519416,48.59793319,48.59254832,48.5908401,48.59029406,48.59046252,48.59319129,48.59883773,48.60717926,48.61712072,48.63090331,48.6495548,48.67152326,48.69694829,48.72475284,48.75347289,48.78544753,48.82170181,48.8590586,48.89607287,48.93257483,48.96927843,49.00845291,49.04551453,49.08020373,49.11474924,49.15124071,49.1888338,49.22330279,49.25779115,49.29146895,49.32191731,49.35014895,49.37514693,49.39254072,49.40260361,49.41637948,
Georgia,GEO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.37987882,47.41119212,47.44197483,47.4707679,47.50159481,47.53401083,47.41730743,47.16004372,46.91083075,46.66927715,46.55257679,46.54738468,46.53602302,46.53044294,46.52910603,46.52992161,46.53716495,46.55011246,46.5654176,46.57271297,46.59957562,46.65009486,46.69825184,46.73629,46.75914334,46.77668502,46.78996785,46.80640317,46.82561307,46.83263058,46.83098043,46.82682886,46.81241564,46.78080652,46.74631191,46.71655108,46.67838762,46.6376094,46.60336999,46.5687458,46.52445435,46.47457667,46.43500525,46.458793,46.53602784,46.60886574,46.67394703,46.74611606,46.82462398,46.89971986,46.97274913,47.04319744,47.10820964,47.166116,47.17557333,47.14313898,47.11602154,47.09772263,47.08478193,47.0654456,47.0391767,47.01709429,47.00374027,
Ghana,GHA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.11415595,50.99970755,50.85819739,50.72460095,50.59724908,50.47883638,50.37168667,50.2719178,50.18000388,50.10056368,50.04087726,50.03055261,50.03734805,50.01916014,49.99662768,49.98384893,49.99955276,49.976075,49.89619492,49.8135194,49.73785626,49.68465466,49.62452849,49.52382258,49.46696969,49.47297513,49.4794256,49.48936432,49.50236432,49.51760999,49.53663441,49.55882458,49.58192409,49.60827963,49.61399235,49.59985375,49.59091594,49.59221679,49.60179983,49.61156953,49.62865937,49.65446147,49.67995974,49.7019904,49.72236936,49.74184724,49.76140531,49.77900585,49.79548088,49.81081941,49.82552105,49.83945053,49.8476028,49.855064,49.8623652,49.86801434,49.87263614,49.87575715,49.87919428,49.88114125,49.87916403,49.87518819,49.87208398,
Gibraltar,GIB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.78663734,47.89793217,48.13699492,48.50412353,48.85424252,49.1635299,49.46276096,49.70655168,49.92581023,50.12613715,50.25669852,50.31216521,50.33854262,50.35561361,50.37618345,50.4057484,50.41545345,50.42523909,50.43356152,50.44028234,50.4559059,50.44241646,50.48678239,50.58048865,50.66347089,50.73237079,50.78579948,50.84535937,50.92142857,50.99682173,51.0707618,51.11160516,51.04843199,50.9218969,50.77706913,50.62381439,50.49288858,50.35190829,50.19901578,50.05957754,49.90447352,49.74568017,49.70242363,49.75442564,49.79802201,49.82678786,49.84959611,49.85331378,49.86512271,49.88156657,49.89444053,49.91325195,49.95024876,49.95834747,49.92296315,49.88622386,49.88177491,49.89877922,49.91729968,49.93116108,49.94649791,49.9464324,49.94946246,
Guinea,GIN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.67120809,49.65083016,49.63396996,49.61802292,49.60386809,49.59238756,49.58432692,49.57902755,49.57304947,49.5623124,49.54132438,49.507211,49.45981576,49.40415598,49.34208502,49.2709687,49.19329098,49.11147636,49.03020359,48.95794419,48.90032576,48.85996384,48.83887791,48.83379772,48.84414978,48.87130647,48.91402093,48.96896873,49.02968376,49.08724764,49.14798136,49.21342061,49.27019794,49.32469706,49.37270315,49.42200731,49.47684631,49.4210363,49.34583415,49.34071952,49.29369398,49.14411648,49.04265551,49.05862279,49.05207979,49.01337117,48.9824851,48.98384658,48.9970485,49.01122337,49.02630076,49.04442675,49.0594782,49.07380355,49.09589517,49.12904681,49.17273804,49.21632094,49.26097965,49.31059421,49.35977644,49.40841298,49.45415514,
"Gambia, The",GMB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.29250417,49.30538144,49.31803651,49.33056639,49.34124895,49.35019655,49.36100035,49.37295417,49.38385378,49.39437711,49.4062198,49.41660834,49.42440768,49.4316765,49.42444495,49.40276615,49.37964279,49.35637657,49.33117773,49.30209809,49.27204259,49.22500761,49.17945728,49.15035013,49.16355277,49.21923739,49.27523679,49.3305654,49.38777337,49.44585149,49.50087256,49.55100707,49.59047227,49.60819441,49.5939072,49.55291409,49.50401464,49.45710029,49.41132836,49.36637978,49.32478354,49.28672769,49.25152228,49.24964422,49.27866768,49.30756314,49.33722668,49.37086481,49.40803343,49.44388508,49.4799138,49.51656781,49.54837764,49.57919759,49.60856895,49.63493056,49.65911533,49.67986487,49.69966248,49.71702547,49.72942838,49.74093873,49.75384258,
